account_age_days,followers_count,following_count,posts_count,followers_to_following_ratio,posts_per_day,bio_length,has_external_url,sentiment_score,content_diversity,suspicious_content_score,spam_pattern_matches,engagement_rate,posting_regularity,activity_score,time_zone_consistency,network_isolation_score,mutual_connection_ratio,clustering_coefficient,reciprocity,network_score,profile_pic_score,is_default_image,is_stock_photo,is_ai_generated,Sentiment,Country,Account.Type,Gender,Thread.Entry.Type,Twitter.Verified,word_sex,word_good,word_woman,word_new,word_like,name_2_w,links_twitter,links_youtube,links_facebook,links_instagram,links_other,deberta_phishing_score,deberta_spam_confidence,is_threat
374,50626,9759,31753,5.187621682549442,84.90106951871658,184,0,-0.7757614996746023,0.6643016002599286,0.9337606837878418,2,0.2533184231368528,0.9113515025488518,0.9071045605475243,0.19714404123353868,0.88391972087281,0.9319322465851133,0.5262959898284719,0.903330998373833,0.5386222709967502,0.23923048653897938,0,0,0,negative,Russia,organisational,unknown,retweet,no,1,4,4,0,2,1,0,1,0,2,1,0.9753128383374149,0.7110257999484808,1
3137,37228,9321,7802,3.993992060937668,2.4870895760280525,366,1,0.3031852129614494,0.7653129228919666,0.5271920710877784,3,0.16131840678154763,0.892459889652398,0.4116757132463723,0.21555609127841835,0.70984883025679,0.7119708019575042,0.7772616495150755,0.8602722106475496,0.9169524893783232,0.05763747201546876,0,0,0,negative,UK,individual,male,retweet,no,1,2,3,1,4,1,1,0,1,2,1,0.5145503451773609,0.47333993598083857,1
2194,23386,9972,2263,2.3451664661050944,1.0314494074749316,326,1,0.21893360621294566,0.5924855809527875,0.09989308253755569,5,0.4866219069002228,0.8523371097477204,0.44261415808151017,0.28188056338097656,0.5714106762744539,0.39539541448360305,0.5174558997864371,0.5773340008670017,0.40227368321382584,0.17679613267032135,1,0,0,negative,Brazil,organisational,male,retweet,no,0,1,1,3,3,2,1,1,0,2,1,0.05383422322232064,0.09559566230899956,1
224,46754,583,26913,80.19554030874785,120.14732142857143,164,0,0.0312837348015651,0.2394968325010085,0.449877316755515,7,0.09339399954944527,0.3749853129363834,0.4483565012875831,0.36341170709443615,0.32474776148480566,0.21277834944333052,0.9742268368983705,0.15620965657586117,0.21054702768573963,0.012759320780179384,0,0,0,positive,India,individual,female,reply,yes,2,3,2,2,4,0,0,0,2,2,2,0.3794569218242574,0.38233136377404103,0
1263,28302,3377,8155,8.380811371039384,6.456848772763262,214,1,0.8529424091193161,0.00024529051199306817,0.3262611954670662,6,0.7856131291137866,0.9411006906550579,0.6124930921810058,0.10317801183873221,0.14604415574762586,0.27091532091389914,0.5267407042619688,0.958701488944178,0.1738941678092626,0.6744947606835383,1,0,0,neutral,UK,organisational,female,retweet,no,0,1,1,4,2,2,0,0,0,0,2,0.3295018754140613,0.26653692137930457,1
2225,60815,6028,922,10.088752488387525,0.41438202247191014,330,1,0.042159392208033,0.8028491069882814,0.2822041605518083,3,0.470674576666411,0.8053005086593719,0.7661241169658622,0.4684542798830339,0.4431605554534057,0.39663007504870973,0.3172471445578816,0.6226999319575273,0.29315450222922423,0.588239551787682,0,0,0,positive,Russia,individual,female,original,yes,1,2,3,3,1,0,2,2,1,1,0,0.2680049299819818,0.19786649337856319,0
1803,84748,7694,6695,11.01481674031713,3.713255684969495,329,1,0.9810302309004251,0.8226335553161644,0.5414755756336838,2,0.4469764168189202,0.8511413192409033,0.3512922761172187,0.39935036736388907,0.7837595205905457,0.7400911037703449,0.44636199020064116,0.8074746247067792,0.27892052913863763,0.9879563356508939,0,0,0,neutral,US,individual,female,retweet,no,1,2,3,2,4,0,2,2,0,0,2,0.5599279918514699,0.4937475202756798,1
853,63344,6196,20672,10.223369916074887,24.234466588511136,120,1,0.018457627696222056,0.697604501394362,0.48359269075187006,7,0.0018539564815209797,0.9323537943249872,0.6301654534223198,0.6249338109152496,0.7453097250815051,0.04015467300432829,0.48999007828912167,0.05502177533563102,0.7501973424807444,0.7627730871020663,0,0,0,negative,Russia,organisational,unknown,reply,yes,1,1,1,1,2,2,1,0,2,2,2,0.4995370183133047,0.36021380322713603,1
3354,35618,7083,38526,5.0286601722433995,11.486583184257602,212,0,-0.7682959233972648,0.07658093136761379,0.48196715962009196,5,0.8178638603085613,0.9370012656140809,0.20396743675693474,0.8675176340687013,0.6454422026762544,0.8142814750777598,0.2834860877042754,0.8968253781713157,0.5937222627416849,0.2462405195290145,0,0,0,neutral,UK,individual,female,retweet,no,2,1,3,4,0,2,2,1,2,1,1,0.4819816701603995,0.388308003609813,1
63,76234,3401,45344,22.415172008232872,719.7460317460317,310,0,-0.05905749784993919,0.5852222875080462,0.0881417311031153,7,0.4928370590382537,0.24006496325999083,0.5540471045014498,0.2977202601358906,0.9924996719843636,0.7581349315808446,0.15874282526922712,0.6934955324101818,0.6824273168234651,0.7078923165554715,0,0,0,negative,Other,organisational,unknown,original,no,2,1,4,2,2,0,2,2,1,0,1,0.10260492014409525,0.006126362037663868,1
1241,61114,3185,19014,19.18806907378336,15.321514907332796,40,1,-0.6353424748898575,0.8210206712716073,0.8023181810271366,8,0.43989451980134786,0.12768771177716687,0.54658489984368,0.5464877742595945,0.9726347706564041,0.4994166530821471,0.4313834141955857,0.6854248897535636,0.6302953930289157,0.012171753442752897,0,0,0,positive,UK,individual,unknown,reply,yes,4,3,3,4,4,1,0,0,0,0,0,0.7846344781276503,0.6641159016834669,1
2875,70130,5285,7816,13.269631031220435,2.718608695652174,352,1,0.19426697043485452,0.38966832010816566,0.4814393153557952,8,0.7613848852843905,0.6908749435713153,0.888715865648287,0.3713773701401848,0.4000048744227902,0.3996668267642809,0.8970328196377668,0.11011235237141037,0.48124519602374805,0.9861576386901741,0,0,0,negative,UK,organisational,female,reply,no,3,0,1,4,0,0,1,2,1,0,1,0.44552007138984,0.3899428081460697,1
2843,25525,9354,25743,2.728779131922172,9.054871614491734,403,1,0.3862643503872023,0.1980007342202541,0.8209058287018742,9,0.06289854910076087,0.5632139566371424,0.8958452238497272,0.04025028108832973,0.19253434266461233,0.11269705215173953,0.2555311724645274,0.7128632848925475,0.928276246678199,0.6144353078182576,0,1,0,negative,UK,individual,unknown,reply,no,3,0,4,1,1,1,0,2,0,0,1,0.8144407046310688,0.635978984149884,1
689,79818,6772,40324,11.786473715298287,58.52539912917271,288,0,-0.06312944258581266,0.5876272972414707,0.8245946415509503,8,0.3666804560952037,0.3274265056319321,0.4872111582995756,0.8210753641270929,0.4638382698215352,0.28970157591516854,0.3618186649072821,0.07663724812059747,0.8174193509461715,0.11967016337828595,0,0,0,positive,Russia,organisational,unknown,original,no,1,2,1,3,0,0,0,0,0,2,0,0.8574057141917009,0.7192816420930912,1
1485,14334,8490,48993,1.688339222614841,32.991919191919195,167,1,-0.8045940646337035,0.8263066273008779,0.3171353248480432,9,0.5757339575537564,0.6844495067770157,0.02459946577838401,0.6342164399919384,0.8445766095126429,0.10962807335574465,0.757723015204918,0.05582595856454331,0.21082294242551736,0.49851921314316405,0,0,0,neutral,UK,bot,unknown,original,no,3,3,1,0,2,1,2,1,1,1,2,0.3868026265196939,0.21732956444769289,1
1634,94715,3347,28539,28.298476247385718,17.465728274173806,482,1,-0.06271720283289417,0.048869958707065564,0.004346303807612362,0,0.4605775627391877,0.06199687731592174,0.8446219506181691,0.002172270375283003,0.45856308770073084,0.8188845152675877,0.08227329214048806,0.3253479315017994,0.42366307570351314,0.940614347643165,0,0,1,positive,UK,organisational,female,retweet,no,3,1,2,4,2,2,2,0,0,0,2,0.11306454981661612,0.0,1
2153,62767,788,30102,79.65355329949239,13.981421272642823,33,1,-0.8370915705311992,0.5969512171607357,0.9112456774581185,2,0.18163888987797439,0.04720831649588342,0.0006224705651719509,0.24957194020261664,0.3359819650532061,0.5093378630581284,0.8250705509981526,0.023169634644511716,0.28790044978307916,0.8497000650611468,1,0,0,neutral,Other,individual,unknown,original,no,0,0,3,3,4,2,1,0,1,2,1,0.9556090199178988,0.6654673470814281,1
3171,6644,4945,38698,1.3435793731041457,12.203721223588774,317,0,0.364251911013068,0.6431737953393419,0.7606946930862403,8,0.2992765076803118,0.3543105842017601,0.47825363550754363,0.30898940498897676,0.7412315006063612,0.2467867799283543,0.7202788184161599,0.15962522594353057,0.7456862306773117,0.2989189729591265,0,0,0,neutral,Russia,organisational,female,retweet,no,2,3,0,1,3,0,2,2,1,0,2,0.7210087218416871,0.7191081556609888,1
511,32933,2889,11633,11.39944617514711,22.765166340508806,483,1,0.580736449730175,0.6023670393482796,0.1072519568234711,3,0.300200557647633,0.19384662343216086,0.019790157633456817,0.8115315405311417,0.6501374118018846,0.018089348520965887,0.5497641407563197,0.7261267426327823,0.34445622236607965,0.39614639435014254,0,0,0,negative,China,organisational,male,reply,no,3,1,3,3,4,0,2,1,2,0,0,0.10408777870600246,0.026855401887916998,0
385,43469,9569,23384,4.542689936252482,60.737662337662336,474,0,0.9247606544540781,0.6500336842370485,0.7017270340031013,9,0.991970802765227,0.7185560507375774,0.3525912943560229,0.7607132104066978,0.9686976700757763,0.523920968672742,0.2094787943226969,0.8349254702431063,0.6402147187362562,0.8535581304797176,0,1,0,positive,Brazil,bot,male,original,yes,0,3,0,1,1,2,2,1,0,2,2,0.7489849619689147,0.536609516911498,1
405,33687,5273,3512,6.388583349137114,8.671604938271605,274,0,-0.7023957857430871,0.6313753076041545,0.0200232686688806,1,0.3261971188066488,0.948021837908192,0.636764686066574,0.3961438521355196,0.5492599813339645,0.7520870961781307,0.09267856116679873,0.17952142124351045,0.29221353816029716,0.9000115972317302,0,0,0,neutral,Russia,individual,male,retweet,no,4,3,0,4,4,1,2,0,1,2,1,0.07045087013422174,0.0404323680861399,1
2871,52656,3272,6066,16.09290953545232,2.1128526645768027,426,1,0.06484067106660829,0.13040388498034905,0.027759069220698485,0,0.20518206254229898,0.6616274136846255,0.3712009030540807,0.1573422162786452,0.9674721910666791,0.766493785626302,0.23171910866390433,0.8232975415038267,0.17164708346993385,0.9145970431298311,0,0,0,positive,Brazil,bot,male,reply,no,4,4,3,4,2,2,1,0,0,0,0,0.0,0.019040890758639996,0
518,17375,9069,31500,1.9158672400485168,60.810810810810814,196,1,0.13507473507083723,0.23493677694891535,0.5258232395978425,4,0.8226371531041464,0.6547843671275638,0.9268913585768563,0.38603215258137435,0.2909363113241984,0.2144262042002698,0.7614952393082074,0.48053009562881865,0.009189098329332124,0.9478895250242317,0,0,0,positive,US,organisational,male,retweet,yes,4,3,3,2,0,2,0,2,0,2,1,0.5499590795381045,0.4214192748266283,1
476,65206,5234,13207,12.458158196408101,27.74579831932773,190,1,0.8449530675619594,0.6189940052890102,0.09603742923634662,3,0.42117125500360864,0.006595573419583167,0.6407636334448088,0.8101463223989502,0.8648241603271857,0.9950620117048977,0.9334946190299817,0.9578946456326183,0.994622730013477,0.5005420558023951,0,0,0,positive,India,individual,female,original,no,4,4,0,1,3,1,1,2,2,0,0,0.01856481579778467,0.11432990650306243,0
2001,96462,9769,20106,9.874296243218344,10.047976011994002,220,1,0.25455328119302845,0.017693161136770774,0.9643365224849189,4,0.44386369448705076,0.5122769717246302,0.6464438725547403,0.45239136031665306,0.3509251505574409,0.5687799162570897,0.737888191841617,0.13930895384207298,0.2195111475713487,0.8615190403608661,0,0,0,positive,Brazil,individual,female,retweet,no,3,2,0,3,3,2,2,0,2,2,2,1.0,0.743520990050728,1
2757,36607,6902,14322,5.303824978267169,5.194776931447225,9,1,-0.7089807087093578,0.6347445187232444,0.8938312266502625,4,0.5488890634957373,0.8171013201751595,0.37443704596936966,0.11587018828585505,0.8096757423916385,0.3320070367074659,0.5276170217278547,0.053564782288952895,0.8322447405234005,0.34697331551431965,0,0,0,negative,Other,organisational,female,retweet,yes,2,3,0,2,3,1,1,2,0,1,2,0.9233260796813823,0.7588971502677704,1
1669,83178,7612,34828,10.927220178665266,20.867585380467347,119,1,-0.12729735207362158,0.665386623785032,0.6498120312478848,7,0.5956891972625116,0.6541203653380177,0.038543524296259624,0.03854747240105727,0.9259861844886909,0.3928077470714808,0.9506827373373291,0.8450799057696241,0.8220837038624331,0.8381067258825053,1,0,1,negative,China,individual,unknown,reply,no,1,0,3,4,2,0,1,1,1,2,1,0.4842591730850053,0.4734629589850973,1
1894,23993,2492,46781,9.62800963081862,24.699577613516368,122,1,0.309525057012501,0.23917475986165848,0.06370897083831328,5,0.5905556004103395,0.2277823846488345,0.7381797234919559,0.33333527229009674,0.6231910845463716,0.12443684923788767,0.8285673393728552,0.3619855453389643,0.23596245546198646,0.3474647315972701,0,0,0,negative,Other,individual,male,reply,yes,1,3,3,0,4,0,1,2,2,1,2,0.10957356976767724,0.06942369341753264,0
2819,44386,6745,19418,6.5805782060785765,6.888258247605534,246,1,0.4005688641385947,0.5981328297531396,0.3248352578070651,2,0.03449972241104393,0.8484752484272008,0.7162447305444656,0.14836281102084614,0.7285490877116588,0.49335584834640644,0.6558373208754616,0.45717019220428956,0.41563518548705813,0.6083179233358239,1,0,0,neutral,Other,organisational,male,retweet,no,1,0,1,2,2,1,0,0,0,0,0,0.38095825492645474,0.3301696462236468,1
1461,46287,9574,2387,4.834656360977648,1.6338124572210815,359,0,0.7261479971811471,0.5340900607237645,0.3717229979060439,8,0.8188424328979528,0.9643767242151823,0.5301250270038174,0.7450411784616523,0.9586396981639342,0.7532954378072907,0.03790469721635292,0.5117940058121316,0.8361112549143903,0.4684649380353919,0,0,0,positive,US,individual,female,original,no,0,1,0,3,3,0,2,1,1,2,2,0.3540079991620293,0.28024997957431774,1
3095,86724,4240,8031,20.45377358490566,2.5948303715670438,396,0,-0.6389857603112057,0.2606915481531138,0.48087983582869964,7,0.19485281907483798,0.2789928475002704,0.41626803925769085,0.27875681402009533,0.37515646272811154,0.4094100974909274,0.28773350812184706,0.8251667279860974,0.6898079307248906,0.8929391994383793,1,0,0,negative,Russia,individual,female,reply,no,0,0,3,0,0,1,1,1,0,1,1,0.5531438799346543,0.35873923182091155,1
3045,98132,2322,1799,42.261843238587424,0.5908045977011495,220,1,0.9030842935109968,0.4629740118747546,0.1689028740064522,8,0.2923421277838608,0.2070943421658067,0.5383170500086214,0.8774530309594293,0.5115837255892338,0.866852657517033,0.308210091365009,0.07600038075733606,0.3698780933842766,0.06652088803387779,1,0,0,negative,Other,individual,male,original,no,4,2,4,0,2,1,2,0,1,2,0,0.16135646021420996,0.17657634121194035,1
3637,93308,5298,35548,17.611929029822573,9.77398955182843,260,1,-0.8817211759688155,0.9096245294121815,0.5775116427971959,3,0.17342952002067547,0.3385269046526759,0.7468154041503854,0.6173492893760915,0.8982919207651855,0.47675237802009507,0.3472452627957221,0.5511242670892074,0.94913945850098,0.9487931515820073,1,1,1,negative,China,individual,female,retweet,no,0,3,1,4,4,0,2,2,1,1,0,0.593733369852557,0.536771941754997,1
2725,96393,1861,33895,51.79634605051048,12.438532110091742,57,0,0.9675242691378041,0.42660278045988287,0.43577064790922326,7,0.7670766575358777,0.06315828387767108,0.7127854307878653,0.3936637598143454,0.6728158970090862,0.9006098243997138,0.3893856571022203,0.43056823918462506,0.3423416805826548,0.46209449471807185,1,0,0,neutral,US,individual,male,retweet,no,3,4,1,2,1,0,0,0,0,1,1,0.431472888904005,0.3291843529792304,1
714,76312,6620,24914,11.527492447129909,34.89355742296919,314,1,0.715534185732817,0.6298441768795017,0.9472969633928585,2,0.5836579926254195,0.8734326730868756,0.6581096623281902,0.6100575543246238,0.8735911047033308,0.7032037649944385,0.9393692721146227,0.3402803070974526,0.21206721532701056,0.48139298206387193,1,0,0,positive,Other,bot,unknown,retweet,no,2,3,2,4,1,1,0,0,2,0,2,0.9493220803199157,0.8066061995281689,1
3530,98371,4047,40133,24.307141092167036,11.369121813031162,459,1,0.32054556552434255,0.0353508210406942,0.9361952296252191,4,0.7552961527520513,0.9292994805324811,0.9037772674033293,0.29517397303243287,0.6182545059293629,0.05500970158936014,0.7418724080993608,0.3481312206427578,0.14672077200788836,0.8278169877388473,0,0,0,positive,Russia,individual,unknown,original,no,2,4,1,3,1,1,1,0,1,2,1,0.9845846049034866,0.7460062153224618,1
83,75324,7581,14635,9.935892362485161,176.32530120481928,127,1,0.46999100052884324,0.0778001133220988,0.5654739553399724,6,0.6533984054293004,0.6333030396331303,0.6098883773003034,0.14132387903777854,0.7397320822214933,0.06701746470698489,0.6919349870571638,0.9303407545857885,0.7013185439868332,0.666181977999174,1,1,0,negative,US,individual,unknown,original,no,0,4,2,1,2,1,0,0,0,0,0,0.5038574493384844,0.40141957011140034,1
1169,71196,7320,40379,9.726229508196722,34.541488451668094,186,0,-0.8546159881624071,0.08130807330331846,0.6443493359905352,0,0.10415863441940187,0.764334812853446,0.014509647545037252,0.9641775949233995,0.013062433104143234,0.800106400749878,0.42651495881173496,0.2681125223033267,0.029004904147378996,0.9537099780202871,0,0,0,positive,UK,bot,unknown,original,yes,4,3,1,1,1,0,2,1,2,0,0,0.6948046695550625,0.6063498492138524,1
3157,70014,1098,45414,63.76502732240437,14.385175799809947,204,1,-0.9170402742110952,0.7782407636264455,0.13779646777374244,0,0.3014997758510053,0.668650677435156,0.6180638356352548,0.5631614455496842,0.33967312981226205,0.3568237124569007,0.3375496083014472,0.45461916510918465,0.8458407766806084,0.5466161790257963,1,1,0,neutral,UK,individual,male,original,no,2,0,4,2,2,2,2,0,0,1,0,0.2258549975846343,0.15764665630655983,0
3150,8210,5247,7535,1.5647036401753383,2.392063492063492,85,1,-0.7964684068972689,0.3502568948034527,0.22332323884017158,2,0.5072651595901213,0.37735422928986906,0.6125592456702794,0.007328121254804643,0.7704207370283034,0.18924507377078992,0.1195781907752903,0.4928023477389645,0.3042211018350661,0.5586518111849689,1,0,0,negative,India,individual,female,reply,no,1,1,3,2,2,2,0,1,2,0,1,0.16420645676812812,0.13290064789321235,1
2505,10922,1734,47272,6.2987312572087655,18.871057884231536,103,1,-0.8252803706717244,0.22761168836581336,0.9007154042019095,3,0.30494503143136364,0.6320423620542658,0.06963616350543822,0.3103142062955758,0.40400795036802095,0.8653204809939223,0.4534954735959158,0.7198637814939233,0.36980699302962106,0.9717026654564668,0,0,0,positive,Brazil,individual,male,original,no,3,0,1,1,1,1,1,2,0,1,1,0.8215817542071877,0.6352746720601762,1
1902,36289,4663,42132,7.782328972764315,22.15141955835962,142,0,0.09476246693887025,0.7473245684517227,0.699165922895735,0,0.20730390440611646,0.8363201708751129,0.42772975431596105,0.15953449412566123,0.3628467265559554,0.9833066662274451,0.20534237547567202,0.518986558849172,0.8018313332584861,0.9264401902437653,1,0,0,neutral,US,bot,male,original,yes,0,0,1,0,0,2,1,0,0,0,1,0.7357089135491501,0.6038875489060106,1
2049,33340,5909,2808,5.642240649856151,1.3704245973645681,204,0,-0.5691120257764217,0.16996006255617446,0.18943019728307753,7,0.8698119690665997,0.8099074102357671,0.6510962619583276,0.2581833131895387,0.9515522357833007,0.8087482352412625,0.39101040374300944,0.6212327390244351,0.8141772321202354,0.20869296204780519,0,0,0,negative,Russia,individual,female,retweet,no,0,2,2,4,2,0,1,0,0,0,1,0.12996029457024283,0.24934183855892725,0
51,39850,3416,13055,11.66569086651054,255.98039215686273,128,1,0.720411274413453,0.24649252507028063,0.5702103060732229,1,0.7477836752153759,0.08105752641667452,0.7045012317480518,0.055715519733534835,0.552548491861153,0.7251295137487138,0.15639126052775354,0.3988308556446646,0.40000902772787716,0.306944794283999,1,0,1,positive,US,individual,male,retweet,no,0,1,3,4,3,1,2,2,0,2,2,0.5785045223859865,0.4732545656029976,1
685,56984,6302,27605,9.042208822596,40.2992700729927,245,1,-0.10850275386385566,0.43093144327002086,0.9347612504894489,4,0.34522006055417664,0.46260096054311706,0.8930496252379636,0.24508562797454847,0.19249208503638648,0.0009585597765613407,0.3439959102135133,0.7186166367614364,0.5538246840339651,0.6253388415608582,0,0,1,neutral,US,organisational,male,reply,yes,3,0,0,2,3,2,2,2,0,2,2,1.0,0.7347878259704788,1
717,84178,7593,26665,11.086263663900962,37.189679218967925,37,1,0.3910209529165498,0.33143806901461326,0.3451711061619036,5,0.7650123626288985,0.39732146395725,0.8413809807098805,0.6830161005327833,0.4722266888705705,0.10597392623267121,0.042979369923949684,0.465851800725241,0.6792096867980842,0.939375004799566,0,0,0,positive,UK,organisational,unknown,reply,yes,3,1,4,2,4,2,2,1,2,1,0,0.4024849195404364,0.3537705973073806,0
1470,11094,680,32767,16.314705882352943,22.29047619047619,362,1,0.30574618594031966,0.5853922110366443,0.18582037551908526,5,0.627538618445228,0.7520087457798647,0.11655180931093245,0.8206095473917537,0.5186712770549231,0.6709437918534042,0.006023200955492136,0.22271311404293515,0.6886065283849893,0.5633568217629792,0,0,0,neutral,Russia,bot,male,reply,no,0,4,0,3,2,1,1,2,0,0,0,0.2381630990961981,0.1290540164193541,1
449,87959,8163,4297,10.775327698150189,9.570155902004455,108,1,-0.36029392214057987,0.33784061907484764,0.9420252769090983,5,0.0037857336323967594,0.5013759395457833,0.6087844266374145,0.34739201763250205,0.9887316340576321,0.40956450419773804,0.869909222881396,0.8169302184747269,0.5340551514121342,0.7328229556624958,0,0,0,negative,Russia,organisational,unknown,retweet,no,3,3,0,4,1,1,2,1,0,0,2,0.9384895016408089,0.7237384959294121,1
881,33418,2070,43977,16.143961352657005,49.91713961407491,308,0,-0.5136648529485419,0.3929516358588919,0.4612653602920992,0,0.38026202601163495,0.3497011085694196,0.5964814111966464,0.5224657485484294,0.7182195389832122,0.01947532431963439,0.6412641068917574,0.7654521708606333,0.8441055237756752,0.09399868433758307,1,0,0,negative,Russia,individual,male,retweet,no,1,3,4,1,4,2,1,1,0,1,1,0.44041685448058804,0.34474603693228717,1
488,5741,6668,20943,0.8609778044391122,42.915983606557376,51,1,-0.3150874294067296,0.8628866082494859,0.41724199866276646,2,0.2904874991943305,0.7063497605932015,0.30374791767759945,0.04179059691018072,0.519402130577629,0.7408696665320537,0.5876666541328815,0.6274901457030749,0.8414405159784558,0.5226241597342989,0,0,0,positive,US,individual,female,original,no,2,3,2,0,4,2,2,2,0,1,0,0.4652265585151961,0.3646651900350396,1
1824,72374,8001,33216,9.045619297587802,18.210526315789473,0,0,0.593316747699675,0.8845314396280024,0.26756719979275023,2,0.21790862170589687,0.47357852033589876,0.18410570611789256,0.09080080042450267,0.431990761007215,0.4187650759607917,0.5137940163279677,0.521947213259796,0.8488018806914207,0.14760166215566273,0,0,0,negative,India,bot,male,retweet,no,4,1,3,4,0,0,1,2,2,2,2,0.3952541541760318,0.21144227504723836,1
2082,68798,9921,5008,6.93458320733797,2.4053794428434196,10,1,0.17255369683923694,0.8277111908134075,0.8915852949471442,7,0.2515893940708449,0.256624027752975,0.19950865899390136,0.5519241418933932,0.9154949553979441,0.6588250285358881,0.7267291772963663,0.20849610667960128,0.2682181724315049,0.26063211641063067,1,0,0,neutral,China,organisational,female,retweet,yes,3,0,4,3,0,2,2,1,2,2,0,0.9115172285162358,0.7683076196588118,1
3420,70532,2191,21277,32.191693290734825,6.2213450292397665,313,1,-0.4929226749616493,0.8648309327046326,0.8456167668895751,5,0.9423648465755226,0.8904169226102256,0.17754776904012337,0.8405769108347484,0.6459410762768686,0.4683357451670741,0.7361656050283192,0.8683540832050606,0.25690552430417857,0.1663045714065332,0,0,0,neutral,China,organisational,unknown,original,yes,1,1,0,2,0,0,1,1,0,2,2,0.8125823840658789,0.6676794908317056,1
2143,22164,8859,49945,2.5018625126989504,23.306112925804946,234,1,0.6356928861208604,0.569728669339117,0.4029903994367541,1,0.4863170679915373,0.11304784815305169,0.8062636724149865,0.08798796505396933,0.356086788541889,0.026497714393127425,0.9352513679431235,0.09719234078234562,0.13982206256204677,0.16591205840974665,0,0,0,negative,China,individual,unknown,reply,no,1,3,2,2,2,0,2,2,0,1,1,0.38556866871277357,0.3508382493021709,1
3144,35595,9804,16820,3.6306609547123623,5.349872773536895,127,0,-0.8904812277793865,0.646233214751384,0.03061327989707885,0,0.8477087182241195,0.018087706885486554,0.14839305065808828,0.4185466685860141,0.4646303618121411,0.6359245680654129,0.24441050000085252,0.38318376862653736,0.8263993260784125,0.9917075330611368,0,0,0,negative,UK,individual,unknown,retweet,no,0,0,3,2,4,0,1,0,0,2,1,0.0,0.046783634868082215,0
1575,30257,7586,6012,3.988531505404693,3.817142857142857,423,0,0.39836674998059074,0.5571731665549405,0.44665143050613954,3,0.21421715215298254,0.1439110326480394,0.2643919773418054,0.9704246678501471,0.2781247833611069,0.7880859838775025,0.785198809868333,0.8525609321215698,0.060660303910340274,0.29824535928759155,0,0,0,neutral,China,individual,male,reply,no,4,2,1,3,2,2,2,1,2,0,2,0.5277280794354166,0.272302263169765,1
2202,14211,8872,22253,1.6017808836789902,10.10581289736603,213,1,-0.12179838850137825,0.78558808405292,0.1808580165800533,0,0.17440379964594832,0.1636432534973442,0.217788404521714,0.7387925453751276,0.9604286814628025,0.15597678886620125,0.9911577402258037,0.5955667881100342,0.13530546716818637,0.5654849116556717,0,0,0,neutral,China,individual,female,reply,no,2,3,3,1,0,0,1,2,1,1,1,0.2604126570802201,0.1778266936224221,1
250,95989,9164,29202,10.474574421649935,116.808,482,1,0.4625807721317765,0.5510004857614442,0.14273407014888118,4,0.8887895883139098,0.5380422000475656,0.7128568324090317,0.19760322028020727,0.7019450850187077,0.89108215691806,0.029021859530037775,0.43861987841794436,0.9262100793424877,0.02008542010359804,0,0,0,neutral,Other,individual,unknown,retweet,no,3,0,2,1,0,1,2,2,0,2,0,0.14086060790718638,0.17559612099595695,0
674,5232,2846,29236,1.8383696416022488,43.37685459940653,443,1,0.8549225604868536,0.11107696455078053,0.3930936118954236,7,0.49570468578246785,0.6248655006370375,0.15839589439213164,0.2851742671658356,0.392298262259949,0.18156176311741923,0.3739854257309839,0.7913608035062156,0.1251133721574874,0.8063861948807562,0,0,0,positive,US,individual,female,original,no,3,0,3,0,3,1,1,0,0,2,0,0.35313197411203057,0.3024285556424822,1
438,67753,2463,1620,27.50832318311003,3.6986301369863015,242,1,0.5000681958938078,0.8095801204568599,0.09907693734462719,9,0.895152125312413,0.44861113405879915,0.02406495260847885,0.9479162324714243,0.18321320246577122,0.42283663489359413,0.43603586760993895,0.9895140432597875,0.12128262800252687,0.6802277400314765,0,1,0,positive,Russia,individual,unknown,reply,no,0,4,0,1,0,0,1,2,1,1,2,0.0024044556043435195,0.058348855419229045,0
2166,52691,6837,46352,7.706742723416704,21.399815327793167,43,1,-0.11606928937723526,0.7605851706775364,0.957464506931665,1,0.06302885287127491,0.2041712452789758,0.37422542191823205,0.22098769307485422,0.17701908489824758,0.5271870234090279,0.8218323316682081,0.188813394616134,0.9091093296446537,0.2287785159911564,0,0,1,positive,Russia,organisational,male,reply,no,1,2,1,0,0,1,1,1,0,2,2,0.9300058423801003,0.7297964352246336,1
771,89765,4922,33716,18.237505079236083,43.73022049286641,5,1,-0.6980486369722385,0.8203005952826253,0.0475391817812818,7,0.9164355221763077,0.1321908987939252,0.3050942611509867,0.4409073819907364,0.47774221902143243,0.3138657578902182,0.01374341536485535,0.05073300189079699,0.3101037819291873,0.03606008851007814,0,0,0,neutral,US,individual,male,original,no,4,2,3,1,3,2,0,1,0,2,0,0.11360399541411921,0.0,0
3378,79768,4392,9319,18.162112932604735,2.7587329780935463,155,0,0.6127019516108674,0.19042946338976185,0.40136962739872717,7,0.41544531634222304,0.4921519691237265,0.39770470495575083,0.3556100535870508,0.4675670499769544,0.5004571989543778,0.5986195321350689,0.46298803909121944,0.8814235607068062,0.2745809866723249,0,0,0,negative,India,bot,male,original,no,2,4,3,3,2,0,1,1,0,2,2,0.3862554202395224,0.3490795221479856,1
